song,artist,date,votes,ratings,views,favorites,comments,contributors,acoustic,tonality,capo,chords
Grenade,Bruno Mars,1287360001,580,4.83948,2293272,14371,37,1,0,,5,"Am,Am,Em,Em,Am,Am,Em,Am,Em,Am,F,E,Am,F,C,Gmaj,Am,F,C,Gmaj,Am,F,C,Gmaj,Am,F,C,Gmaj,F,Gmaj,C,E,Am,Gmaj,F,E,E,Am,Am,Em,Em,Am,Em,Am,Em,Am,Em,Am,F,E,Am,F,C,Gmaj,Am,F,C,Gmaj,Am,F,C,Gmaj,Am,F,C,Gmaj,F,Gmaj,C,E,Am,Gmaj,F,E,E,F,Am,F,E,Am,Am,Em,Em,Am,F,C,Gmaj,Am,F,C,Gmaj,Am,F,C,Gmaj,Am,F,C,Gmaj,F,Gmaj,C,E,Am,Gmaj,F,E,E,Am,Em,Am,Em"
The Man Who Sold The World,Nirvana,1205712001,924,4.74689,2293180,32485,57,11,0,A,0,"Dm,F,Dm,A,Dm,A,F,C,A,Dm,C,C,F,Db,F,C,F,Db,A,A,Dm,F,Dm,A,Dm,A,F,C,A,Dm,C,C,F,Db,F,C,F,Db,A,A,Dm,C,F,Db,F,C,F,Db,A,A,Dm,F,Dm,A,Dm,F"
Back To Black,Amy Winehouse,1170288001,2074,4.84805,2289020,44640,53,8,0,Dm,0,"Dm,Gm,Bb,A,Dm,Gm,Bb,A,Dm,Gm,Bb,A,Dm,Gm,Bb,A,Dm,Gm,Bb,A,Dm,Gm,Bb,A,Dm,Dm,Gm,Bb,A,Dm,Gm,Bb,A,Dm,Gm,Bb,A,Dm,Gm,Bb,A,Dm,Bbmaj7,F,A,Dm,Bbmaj7,F,A,A7,Dm,Gm,Bb,A,Dm,Gm,Bb,A,Dm"
House Of The Rising Sun,The Animals,1228435201,5448,4.86998,2276584,128563,105,8,0,Am,0,"Am,C,D,F,Am,E,Am,E,Am,C,D,F,Am,C,E,E,Am,C,D,F,Am,E,Am,E,Am,C,D,F,Am,E,Am,E,Am,C,D,F,Am,C,E,E,Am,C,D,F,Am,E,Am,E,Am,C,D,F,Am,E,Am,E,Am,C,D,F,Am,C,E,E,Am,C,D,F,Am,E,Am,E,Am,C,D,F,Am,E,Am,E,Am,C,D,F,Am,C,E,E,Am,C,D,F,Am,E,Am,C,D,F,Am,E,Am,E,Am,C,D,F,Am,C,E,E,Am,C,D,F,Am,E,Am,E,Am,C,D,F,Am,E,Am,E,Am,C,D,F,Am,C,E,E,Am,C,D,F,Am,E,Am,E,Am,C,D,F,Am,E,Am,E,Am,C,D,F,Am,C,E,E,Am,C,D,F,Am,E,Am,E,Am,C,D,F,Am,E,Am,Dm,Am,Dm,Am,Dm"
Get Lucky,Daft Punk,1366675201,281,4.72327,2271127,10624,23,4,0,,0,"Bm,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E"
Rolling In The Deep,Adele,1297382401,1574,4.784,2269675,51777,41,6,0,Am,3,"Am,Em,G,Em,G,Am,Em,G,Em,G,Am,Em,G,Em,G,Am,Em,G,Em,G,F,G,Em,F,G,F,G,Em,Am,G,F,G,Am,G,F,F,G,Am,Em,G,Em,G,Am,Em,G,Em,G,F,G,Em,F,F,G,Em,E7,Am,G,F,G,Am,G,F,F,G,G,F,G,Am,G,F,F,G,G,Am,Em,G,Em,G,Am,Em,G,Em,G,Am,G,F,G,G,Am,G,F,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,F,G,Am"
Home,Edward Sharpe and the Magnetic Zeros,1266883201,1014,4.85196,2263900,38462,35,1,0,,0,"Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Em,D,A,Em,D,A,Em,D,G,Bm,A,Em,G,A,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Em,D,A,Em,D,A,Em,D,G,Bm,A,Em,G,A,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,G,Bm,D,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G"
Royals,Lorde,1379462401,965,4.7246,2262785,35590,34,5,0,,0,"D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,D,C,G,D,C,G,D,C,G,D,C,G,D"
Dust In The Wind,Kansas,1051056000,323,4.53805,2258628,6793,38,5,0,C,0,"C,Cmaj7,Cadd9,C,Asus2,Asus4,Am,Asus2,Cadd9,C,Cmaj7,Cadd9,Am,Asus2,Asus4,Am,C,Am,G,Dm7,Am,C,Am,G,Dm7,Am,D/F#,G,Am,D/F#,G,Am,C,Am,G,Dm7,Am,C,Am,G,Dm7,Am,D/F#,G,Am,D/F#,G,Am,G,Dm7,Am,G,Dm7,G,Am,G,Dm7,C,Cmaj7,Cadd9,C,Asus2,Asus4,Am,Asus2,Cadd9,C,Cmaj7,Cadd9,Am,Asus2,Asus4,Am,C,Am,G,Dm7,Am,C,Am,G,Dm7,Am,D/F#,G,Am,D/F#,G,Am,D/F#,G,Am,D/F#,G,Am,Asus2,Asus4,Am,Asus2,Asus4,Am"
My Heart Will Go On,Celine Dion,1004486400,223,4.62124,2254700,3767,18,2,0,,0,"A,B,C#m,E,Db,Eb,F,Ab,Db,Eb,C#m,B,A,B,C#m,B,A,B,E,B,A,E,B,E,B,A,E,B,A,E,B,E,B,A,C#m,B,A,B,C#m,B,A,C#m,B,A,B,C#m,B,A,B,E,B,A,E,B,E,B,A,E,B,A,E,B,E,B,A,C#m,B,A,B,C#m,B,A,C#m,B,A,B,C#m,B,A,B,C#m,B,A,B,C#m,B,A,Fm,Eb,Db,Eb,Fm,Eb,Db,Fm,Eb,Db,Eb,Fm,Eb,Db,Eb,Fm,Eb,Db,Fm,Eb,Db,Fm,Eb,Db,Ab,Eb,Db,Ab"
Fireflies,Owl City,1247529601,260,4.34759,2243373,2089,57,5,0,G,3,"G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,F,C,G,F,C,Em,F,F,C,F,G,Am,F,C,D,G,C,F,G,C,F,G,C,F,G,C,F,F,Am,G,F,C,Em,F,F,C,F,G,Am,F,C,G,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,F,Am,G,F,C,Em,F,F,C,F,G,Am,F,C,D,F,F,Am,G,F,C,Em,F,F,C,F,G,Am,F,C,G,F,F,Am,G,F,C,Em,F,F,C,F,G,Am,F,C,G"
While My Guitar Gently Weeps,The Beatles,1004486400,2717,4.84279,2238823,36075,47,8,0,Am,0,"Am,G,A,D,C#m,F#m7b5,E,F#m,Fmaj7,C,Bm,Dsus4,Dsus2,Esus4,Am,F#m7b5,Fmaj7,Am,G,D,E,Am,F#m7b5,Fmaj7,Am,G,D,Dsus4,D,Dsus2,D,Esus4,E,Am,F#m7b5,Fmaj7,Am,G,C,E,A,C#m,F#m,C#m,Bm,E,Esus4,E,A,C#m,F#m,C#m,Bm,E,Esus4,E,Am,F#m7b5,Fmaj7,Am,G,D,Dsus4,D,Dsus2,D,Esus4,E,Am,F#m7b5,Fmaj7,Am,G,C,E,Am,F#m7b5,Fmaj7,Am,G,D,E,Am,F#m7b5,Fmaj7,Am,G,C,E,A,C#m,F#m,C#m,Bm,E,Esus4,E,A,C#m,F#m,C#m,Bm,E,Esus4,E,Am,F#m7b5,Fmaj7,Am,G,D,Dsus4,D,Dsus2,D,Esus4,E,Am,F#m7b5,Fmaj7,Am,G,C,E,Am,F#m7b5,Fmaj7,Am,G,D,E,Am,F#m7b5,Fmaj7,Am,G,C,E"
What A Wonderful World,Louis Armstrong,1062028800,886,4.77665,2238161,12834,48,6,0,F,0,"F,Am,Bb,Am,Gm7,F,A7,Dm,C#,Gm7,C,C7,F,Bbmaj7,C7,F,Am,Bb,Am,Gm7,F,A7,Dm,C#,Gm7,C,C7,F,F,F,Bb,F,C7,F6,F,C7,F6,F,Dm,C,Dm,F#dim7,Gm7,C7,F,Am,Bb,Am,Gm7,F,A7,Dm,C#,Gm7,C,C7,F,Eb9,D9,D7,Gm7,Gm7,C,C7b9,F"
Talking To The Moon,Bruno Mars,1280102401,1660,4.82166,2233790,18574,32,4,0,C,4,"C,E7,Am,G,F,C,E7,Am,G,F,Dm,G,Dm,G,F,G,Am,F,G,Am,F,G,Am,G,Am,F,G,Am,G,D,C,E7,Am,G,F,C,E7,Am,G,F,Dm,G,Dm,G,F,G,Am,F,G,Am,F,G,Am,G,Am,F,G,Am,G,Dm,C,Dm,G,Dm,C,Dm,G,F,G,Am,F,G,Am,F,G,C,G,Am,F,G,Am,C,D,C,E7"
Crazy Little Thing Called Love,Queen,1112572800,543,4.63627,2226315,16655,18,9,0,D,0,"D,Dsus4,D,D,G,C,G,D,G,C,G,D,Bb,C,D,D,G,C,G,D,G,C,G,D,Bb,C,D,G,C,G,Bb,E,A,D5,C#5,C5,A5,G#5,G5,E,E,E,E,E,E,A,D,G,C,G,D,G,C,G,D,Bb,C,D,Bb,Bb,D,D,Bb,Bb,E,A,A,D5,C#5,C5,A5,G#5,G5,E,E,E,E,E,E,A,D,G,C,G,D,G,C,G,D,Bb,C,D,Bb,C,D,Bb,C,D,Bb,C,D,Bb,C,D,Bb,C,D"
Torete,Moonstar88,1091491200,219,4.88015,2221716,12780,18,3,0,D,0,"D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G"
Iris,Goo Goo Dolls,1170374401,723,4.7333,2204969,16901,168,3,0,D,0,"E,D,G5,D,Dsus2,Asus4,Bm7,Bm9,G5,D,Dsus2,G5,Bm7,Asus4,G5,D,Dsus2,G5,Bm7,Asus4,G5,D,Dsus2,G5,Bm7,Asus4,G5,D,Dsus2,G5,Bm7,Asus4,G5,Bm7,Asus4,G5,Bm7,Asus4,G5,Bm7,Asus4,G5,Bm7,Asus4,G5,Bm7,Bm9,G5,Bm7,Bm9,G5,D,Dsus2,G5,Bm7,Asus4,G5,D,Dsus2,G5,Bm7,Asus4,G5,Bm7,Asus4,G5,Bm7,Asus4,G5,Bm7,Asus4,G5,Bm7,Asus4,G5,Bm7,G5,Bm7,G5,Bm7,G5,F#5,G5,Bm7,G5,F#5,Bm7,Bm7,Asus4,G5,Bm7,Asus4,G5,Bm7,Asus4,G5,Bm7,Asus4,G5"
Flashlight,Jessie J,1429682842,1013,4.82225,2196283,40089,56,7,0,C,5,"C,C,G,C,C,F,C,C,G,C,F,C,G,Am,F,C,G,G,Am,Am,F,C,G,Am,F,C,G,C,F,C,G,Am,F,C,G,G,Am,Am,F,C,G,Am,F,C,G,Am,F,C,G,G,Am,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C"
Better Together,Jack Johnson,1196208001,1114,4.7291,2189061,44881,38,11,0,C,5,"C,Am,G,F,Dm,G,C,Am,G,F,Dm,G,C,Am,G,F,Dm,G,C,Am,G,F,Am,G,F,G,F,G,F,G,F,G,C,Am,G,F,Dm,G,C,Am,G,F,Dm,G,C,Am,G,F,Dm,G,C,Am,G,F,Dm,G,C,Am,G,F,Dm,G,C,Am,G,F,Dm,G,F,G,F,G,F,G,F,G,C,Am,G,F,Dm,G,C,Am,G,F,Dm,G,Dm,G,Dm,G,Dm,G,Dm,G,F,G,F,G,Dm,G,Dm,G,C,Am,G,F,Dm,G,C,Am,G,F,Dm,G,C"
Lay Me Down,Sam Smith,1372204801,1245,4.81207,2186765,34046,25,3,0,E,0,"E,E,Aadd9,Aadd9,Aadd9,E,Aadd9,Aadd9,Aadd9,F#m,A,C#m,B,F#m,A,E,E,C#m,F#m,A,E,C#m,F#m,A,E,E,A,E,A,F#m,A,C#m,B,F#m,A,E,B/D#,C#m,F#m,A,E,C#m,F#m,A,F#m,F#m,A,D,B7sus2,F#m,A,D,B7sus2,F#m,A,D,B7sus2,F#m,A,D,B7sus2,F#m,A,D,B7sus2,E,C#m,F#m,A,E"
Sittin On The Dock Of The Bay,Otis Redding,1314662401,2728,4.80203,2186569,73491,60,2,0,G,0,"G,B7,C,A,G,B7,C,A,G,E,G,E,G,A,G,E,G,B7,C,A,G,B7,C,A,G,E,G,E,G,A,G,E,G,D,C,G,G,D,C,G,G,D,C,G,F,D,G,B7,C,A,G,B7,C,A,G,E,G,E,G,A,G,E"
Mean,Taylor Swift,1287532801,830,4.79283,2180533,23481,80,1,0,,2,"Bm,A,G,G,Bm,A,G,G,Bm,A,G,G,Bm,A,G,A,D,G,A,G,D,A,Bm,G,D,A,G,D,A,Bm,G,D,A,G,D,C,D,Bm,A,G,Bm,A,G,Bm,A,G,G,Bm,A,G,A,D,G,A,A,G,G,D,A,Bm,G,D,A,G,D,A,Bm,G,D,A,G,D,C,D,A,G,A,D,G,A,A,D,G,A,A,D,A,G,A,D,A,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,G,G,D,A,Bm,G,D,A,G,G,D,A,Bm,G,D,A,G,D,A,Bm,G,D,A,G,D"
Comfortably Numb,Pink Floyd,1043798400,2634,4.78134,2175795,59784,82,9,0,,0,"Bm,A,G,G/F#,Em,Bm,Bm,A,G,G/F#,Em,Bm,Bm,A,G,G/F#,Em,Bm,D,A,D,A,C,G,C,G,D,A,D,A,C,G,C,G,A,C9,G,D,A,D,A,C,G,C,G,A,C,G,D,Bm,A,G,Em,Bm,Bm,Bm9,Bm,A,G,Em,Bm,D,A,D,A,C,G,C,G,D,A,D,A,C,G,C,G,Asus4,A,Cadd9,G,D,Bm,A,G,Em,Bm"
Lost Boy,Ruth B,1422907871,524,4.84136,2172208,7899,39,10,1,Em,0,"Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Am,D,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Am,D,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Am,D,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G"
Valerie,Amy Winehouse,1222819201,1340,4.81492,2170832,46497,43,1,0,Eb,0,"Ebmaj7,Fm7,Ebmaj7,Fm7,Abmaj7,Gm7,Abmaj7,Gm7,Abmaj7,Ebmaj7,Bb7,Ebmaj7,Fm7,Ebmaj7,Fm7,Ebmaj7,Fm7,Ebmaj7,Fm7,Ebmaj7,Fm7,Ebmaj7,Fm7,Fm7,Abmaj7,Gm7,Abmaj7,Gm7,Abmaj7,Ebmaj7,Bb7,Ebmaj7,Fm7,Ebmaj7,Fm7,Ebmaj7,Fm7,Ebmaj7,Fm7,Abmaj7,Gm7,Abmaj7,Gm7,Abmaj7,Ebmaj7,Bb7,Ebmaj7,Fm7,Ebmaj7,Fm7,Ebmaj7,Fm7,Ebmaj7,Fm7,Ebmaj7"
Wild Horses,The Rolling Stones,1004486400,596,4.7469,2167314,13952,43,4,0,C,0,"Bm,G,Bm,G,Am,C,D,G,D,C,Bm,G,Bm,G,Am,C,D,G,D,Am,C,D,G,F,C,D,Am,C,D,G,F,C,Bm,G,Bm,G,Am,C,D,G,D,C,Bm,G,Bm,G,Am,C,D,G,D,Am,C,D,G,F,C,D,Am,C,D,G,F,C,F,C,F,C,D,G,Bm,G,Bm,G,Am,C,D,G,D,C,Bm,G,Bm,G,Am,C,D,G,D,Am,C,D,G,F,C,D,Am,C,D,G,F,C,Am,C,D,G,F,C,D,Am,C,D,G,F,C"
Folsom Prison Blues,Johnny Cash,1239408001,2756,4.78016,2167252,76458,57,5,0,F#,2,"E,E7,A,E,B7,E,E,E7,A,E,B7,E,E,E,E,E,A,A,E,E,B7,B7,E,E,E7,A,E,B7,E,E,E,E,E,A,A,E,E,B7,B7,E,E,E7,A,E,B7,E"
Hosanna,Hillsong United,1199836801,355,4.69111,2155763,7405,21,7,0,E,0,"C#m,E,F#m7,G#m7,E,C#m,F#m,E,C#m,F#m,B,E/G#,A,B,C#m,A,C#m,B,E/G#,A,B,C#m,A,B,C#m,E,C#m,F#m,B,E,C#m,F#m,B,E/G#,A,B,C#m,A,C#m,B,E/G#,A,B,C#m,A,B,C#m,C#m,E,F#m7,G#m7,A,B,E,C#m,A,B,C#m,A,B,E,C#m,A,B,A,E/G#,A,B,C#m,A,C#m,B,E/G#,A,B,C#m,A,B,E,E/G#,A,B,C#m,A,C#m,B,E/G#,A,B,C#m,E/G#,A,B,C#m,E/G#,A,B,C#m,A,B,E"
The Blowers Daughter,Damien Rice,1101945600,930,4.87399,2155324,16677,48,4,0,,0,"E,Aadd9,Badd11,Aadd9,E,E,Aadd9,Badd11,C#m,A,G#m,F#m,E,Aadd9,Badd11,Aadd9,Aadd9,Badd11,E,E,E,Aadd9,Aadd9,Badd11,Aadd9,E,E,E,Aadd9,Aadd9,Badd11,C#m,Aadd9,G#m,F#m,E,Aadd9,Badd11,Aadd9,Badd11,F#,F#,Bsus2,G#m,C#,D#m,B,A#m,G#m,F#,B,C#,B,B"
Take Me Home Country Roads,John Denver,1060041600,4310,4.84804,2149314,4488,79,9,0,A,2,"G,Em,D,C,G,G,Em,D,C,G,G,D7,Em,C,G,D,C,G,G,Em,D,C,G,G,Em,D,C,G,G,D7,Em,C,G,D,C,G,Em,D7/F#,G,C,G,D,Em,F,C,G,D,D7,G,D7,Em,C,G,D,C,G,G,D7,Em,C,G,D,C,G,D,G,D,G"
Crazy,Gnarls Barkley,1150416001,2615,4.86305,2147971,32005,76,7,0,Cm,3,"Am,Cmaj7,F,Esus4,E,Am,Cmaj7,F,Esus4,E,Am,C,F,Esus4,E,A,F,Cmaj7,Esus4,E,Am,C,F,Esus4,E,Am,Cmaj7,F,Esus4,E,A,F,Cmaj7,Esus4,E,Am,C,F,Esus4,E,Am,Cmaj7,F,Esus4,E,Am,Cmaj7,F,Esus4,E,Am"
You And I,Ingrid Michaelson,1224633601,877,4.87092,2143164,19796,27,4,0,,0,"C,C,F,Am,F,C,F,Am,F,C,E,F,C,E,F,G,C,E7,F,D,C,F,G,C,C,F,Am,F,C,F,Am,F,C,E,F,C,E,F,G,C,E7,F,D,C,F,G,C"
Skyscraper,Demi Lovato,1310515201,157,4.20875,2136426,3874,19,3,0,,0,"G,C,Em,D,G,C,Em,D,G,C,Em,D,Em,C,G,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,Em,C,G,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,Am,C,Em,G,Am,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D"
Wind Of Change,Scorpions,1075420800,1035,4.84142,2133425,28405,38,4,0,C,0,"B,G,D,A,E,F,Dm,F,Dm,Am,Dm,Am,G,C,C,Dm,C,Dm,Am,G,C,Dm,C,Dm,Am,G,F,Dm,F,Dm,Am,Dm,Am,G,C,C,Dm,C,Dm,Am,G,C,Dm,C,Dm,Am,G,C,G,Dm,G,C,G,Dm,G,Am,F,G,C,C,Dm,C,Dm,Am,G,C,Dm,C,Dm,Am,G,C,G,Dm,G,C,G,Dm,G,Am,C,G,Dm,G,C,G,Dm,G,Am,Am,G,Am,G,C,Dm,E,F,G,E,Am,F,G,Am,F,G,E,Am,G,E,C,G,Dm,G,C,G,Dm,G,Am,C,G,Dm,G,C,G,Dm,G,Am,F,Dm,F,Dm,Am,Dm,Dm,Am,G,Dm,Am,G"
Amnesia,5 Seconds Of Summer,1393804801,986,4.6647,2130612,32388,64,9,0,,2,"C,F,C,F,Am,F,C,F,C,F,Am,F,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,F,C,F,Am,F,C,F,C,F,Am,F,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,Am,F,Am,F,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,G,C,G,C,Am,C,G,G,C"
How He Loves,David Crowder*Band,1247443201,1264,4.89379,2128602,35812,47,10,0,C,0,"C,Am7,G,Fmaj7,C,Am7,G,Fmaj7,C,Am7,G,Fmaj7,C,Am7,Fmaj7,C,Am7,G,Fmaj7,C,Am7,G,Fmaj7,C,Am7,G,Fmaj7,C,Am7,G,Fmaj7,C,Am7,G,Fmaj7,C,Am7,G,Fmaj7,C,Am7,G,Fmaj7,C"
Versace On The Floor,Bruno Mars,1478217792,105,4.66118,2125641,6567,11,2,0,G,2,"C,Em,F,G,C,Em,F,G,Bb6,A,F,Fm,Dm,Am,G,F,Gm7,C,F,Em,A,Dm,Em,F,G,C,Em,F,G,C,Em,F,C,Em,F,G,C,Em,F,G,Bb6,A,F,Fm,Dm,Am,G,F,Gm7,C,F,Em,A,Dm,Em,F,G,C,Em,F,G,C,Em,F,F,G,Am,C,Dm,G,G#,G,G#,F#,G#,A#m,G#m,D#m,A#m,F#,C#,Fm,F#,G#,C#,Fm,F#,G#,A,C#,D"
The A Team,Ed Sheeran,1312934401,2939,4.85261,2121437,30022,90,11,0,,2,"G,D,Em,C,G,G,D,Em,C,G,Am,C,G,D,Am,C,G,D,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,G,D,Em,C,G,G,D,Em,C,G,Am,C,G,D,Am,C,G,D,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Am,Am,C,Em,G,Am,C,Em,C,G,Am,C,G,D,Am,C,G,D,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,D,G"
To Be With You,Mr. Big,1035849600,456,4.74816,2120062,24785,43,2,0,C#m,0,"C#m,E,Asus2,E,C#m,E,Asus2,E,Asus2,E,Asus2,E,D,B,E,E/F#,E/G#,E,Asus2,B,E,C#m,E,Asus2,E,C#m,E,Asus2,E,Asus2,E,Asus2,E,D,B,E,E/F#,E/G#,E,Asus2,B,E,Asus2,C#m,G,Asus2,E,Asus2,E,D,B,G,G,Cadd9,D,G,G,G,Cadd9,D,G,G,G,Cadd9,D,G,G,G,Cadd9,D,Em,G,G,Cadd9,D,G,E,E/F#,E/G#,E,Asus2,B,E,E,E/F#,E/G#,E,Asus2,B,E,E,E/F#,E/G#,E,Asus2,B,C#m,E,E/F#,E/G#,E,Asus2,B,E,E,E/F#,E/G#,E,Asus2,B,E"
Hey There Delilah,Plain White T's,1134345601,561,4.63192,2119167,8259,41,4,0,,0,"D,F#m,D,F#m,D,F#m,D,F#m,Bm,G,A,Bm,A,D,F#m,D,F#m,Bm,G,A,Bm,A,D,Bm,D,Bm,A,D,Bm,D,Bm,D,D,F#m,D,F#m,Bm,G,A,Bm,A,D,F#m,D,F#m,Bm,G,A,Bm,A,D,Bm,D,Bm,A,D,Bm,D,Bm,A,G,A,D,Bm,G,A,D,Bm,G,A,Bm,A,D,F#m,D,F#m,Bm,G,A,Bm,G,A,Bm,G,A,Bm,A,D,Bm,D,Bm,A,D,Bm,D,Bm,D,Bm,D,Bm,D,Bm,D,Bm,D,D"
All My Loving,The Beatles,1167868801,2503,4.83256,2118223,48496,71,6,0,Em,2,"Em,A7,D,Bm,G,Em,C,A7,Em,A7,D,Bm,G,A,D,Em,A7,D,Bm,G,Em,C,A7,Em,A7,D,Bm,G,A,D,Bm,Bbaug,D,Bm,Bbaug,D,G,D,Em,A,D,D,Em,A7,D,Bm,G,Em,C,A7,Em,A7,D,Bm,G,A,D,Bm,Bbaug,D,Bm,Bbaug,D,Bm,D,Bm,D,D"
Redemption Song,Bob Marley,1018828800,585,4.7014,2116212,14939,81,6,0,G,0,"G,Em,C,G,Am,G,Em,C,G,Am,G,Em,C,G,Am,G,Em,C,D,G,C,D,G,C,D,Em,C,D,G,C,D,G,C,D,G,Em,C,G,Am,G,Em,C,G,Am,G,Em,C,G,Am,G,Em,C,D,G,C,D,G,C,D,Em,C,D,G,C,D,G,C,D,G,Em,C,G,Am,G,Em,C,G,Am,G,Em,C,G,Am,G,Em,C,D"
Love Me Like You Do,Ellie Goulding,1420916769,970,4.83905,2114077,44692,27,2,0,,0,"G,D,Em7,C,D,Em7,G,Bm7,Em7,C,D,Em7,G,Bm7,Em7,C,D,Em7,G,Bm7,Em7,C,Am,Em,Dsus4,D,G,Bm7,Em7,C,D,Em7,G,Bm7,Em7,C,D,Em7,Em7,G,Bm7,Em7,C,Am,Em,Dsus4,D,G,Bm7,Em7,C,Am,Em,Dsus4,D,G,D,Em7,G,Bm7,Em7,C,D,Em7,Em7,G,Bm7,Em7,C,Am,Em,Dsus4,D,G,Bm7,Em7,C,Am,Em,Dsus4,D,G,Bm7,Em7,Cadd9"
Gravity,John Mayer,1248952299,960,4.75849,2113215,46064,47,5,0,C,0,"G,C,G,C,Am7,D7,Gm/Bb,Ebmaj7,D7,G,C,G,C,Am,D7,Gm/Bb,Ebmaj7,D7,Am,D7,Gm/Bb,Ebmaj7,D7,G,C,G,C,G,C,G,C,G,C"
Dear God,Avenged Sevenfold,1193011201,465,4.69742,2109758,11668,77,6,0,F,0,"F,C,Dm,Am,Bb,F,C,F,C,Dm,Am,Bb,F,C,F,C,Dm,Am,Bb,F,C,F,C,Dm,C,Bb,F,C,F,C,Dm,C,Bb,F,C,Bb,C,Am,Dm,C,Bb,F,F,C,Dm,Am,Bb,F,C,F,C,Dm,Am,Bb,F,C,F,C,Dm,C,Bb,F,C,F,C,Dm,C,Bb,F,C,Bb,C,Am,Dm,C,Bb,F,Dm,A7,Bb,F,Dm,A7,Bb,F,Dm,A7,Bb,F,Dm,A7,Bb,F,Gm,C,F,C,Dm,A7,Bb,F,C,F,C,Dm,C,Bb,F,C,F,C,Dm,C,Bb,F,C,Bb,C,Am,Dm,C,Bb,F"
